No,ExpNo,FileCode,PhotoCode,ExtractionType,ExpCode,DAI,Host,HostVariety,Treatment,Condition,Dilution,techRep,isoRepNumber,sampleNumber,ExposureTreatment,chl
305,ES2,DSC_0246.sample2.clean.chl.csv,NA,Digital,ES2_102,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep2,sample2,raw,0
306,ES2,DSC_0246.sample3.clean.chl.csv,NA,Digital,ES2_102,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep2,sample3,raw,0
307,ES2,DSC_0444.mod.sample.clean.chl.csv,NA,Digital,ES2_103,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep1,NA,raw,116.06
308,ES2,DSC_0444.mod.sample2.clean.chl.csv,NA,Digital,ES2_103,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep1,NA,raw,178.891
309,ES2,DSC_0444.mod.sample3.clean.chl.csv,NA,Digital,ES2_103,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep1,NA,raw,246.141
310,ES2,DSC_0330.mod.sample.clean.chl.csv,NA,Digital,ES2_104,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep2,sample1,raw,117.742
311,ES2,DSC_0330.mod.sample2.clean.chl.csv,NA,Digital,ES2_104,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep2,sample2,raw,212.653
312,ES2,DSC_0330.mod.sample3.clean.chl.csv,NA,Digital,ES2_104,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem2,isolateRep2,sample3,raw,282.449
313,ES2,DSC_0535.mod.sample.clean.chl.csv,NA,Digital,ES2_105,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep1,sample1,raw,92.201
314,ES2,DSC_0535.mod.sample2.clean.chl.csv,NA,Digital,ES2_105,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep1,sample2,raw,102.456
315,ES2,DSC_0535.mod.sample3.clean.chl.csv,NA,Digital,ES2_105,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep1,sample3,raw,141.16
316,ES2,DSC_0553.mod.sample.clean.chl.csv,NA,Digital,ES2_106,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep2,sample1,raw,50.164
317,ES2,DSC_0553.mod.sample2.clean.chl.csv,NA,Digital,ES2_106,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep2,sample2,raw,63.355
318,ES2,DSC_0553.mod.sample3.clean.chl.csv,NA,Digital,ES2_106,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem3,isolateRep2,sample3,raw,21.92
319,ES2,DSC_0568.mod.sample.clean.chl.csv,NA,Digital,ES2_107,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep1,sample1,raw,273.593
320,ES2,DSC_0568.mod.sample2.clean.chl.csv,NA,Digital,ES2_107,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep1,sample2,raw,504.62
321,ES2,DSC_0568.mod.sample3.clean.chl.csv,NA,Digital,ES2_107,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep1,sample3,raw,665.173
322,ES2,DSC_0504.mod.sample.clean.chl.csv,NA,Digital,ES2_108,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep2,sample1,raw,515.53
323,ES2,DSC_0504.mod.sample2.clean.chl.csv,NA,Digital,ES2_108,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep2,sample2,raw,731.335
324,ES2,DSC_0504.mod.sample3.clean.chl.csv,NA,Digital,ES2_108,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem3,isolateRep2,sample3,raw,787.887
325,ES2,DSC_0354.sample.clean.chl.csv,NA,Digital,ES2_109,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep1,sample1,raw,8.966
326,ES2,DSC_0354.sample2.clean.chl.csv,NA,Digital,ES2_109,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep1,sample2,raw,0
327,ES2,DSC_0354.sample3.clean.chl.csv,NA,Digital,ES2_109,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep1,sample3,raw,26.549
328,ES2,DSC_0361.mod.sample.clean.chl.csv,NA,Digital,ES2_110,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep2,sample1,raw,151.578
329,ES2,DSC_0361.mod.sample2.clean.chl.csv,NA,Digital,ES2_110,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep2,sample2,raw,148.168
330,ES2,DSC_0361.mod.sample3.clean.chl.csv,NA,Digital,ES2_110,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem1,isolateRep2,sample3,raw,237.395
331,ES2,NA,NA,Digital,ES2_111,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep1,sample1,raw,NA
332,ES2,NA,NA,Digital,ES2_111,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep1,sample2,raw,NA
333,ES2,NA,NA,Digital,ES2_111,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep1,sample3,raw,NA
334,ES2,DSC_0462.mod.sample.clean.chl.csv,NA,Digital,ES2_112,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep2,sample1,raw,97.748
335,ES2,DSC_0462.mod.sample2.clean.chl.csv,NA,Digital,ES2_112,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep2,sample2,raw,171.407
336,ES2,DSC_0462.mod.sample3.clean.chl.csv,NA,Digital,ES2_112,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem1,isolateRep2,sample3,raw,272.67
337,ES2,DSC_0389.mod.sample.clean.chl.csv,NA,Digital,ES2_113,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep1,sample1,raw,102.274
338,ES2,DSC_0389.mod.sample2.clean.chl.csv,NA,Digital,ES2_113,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep1,sample2,raw,0
339,ES2,DSC_0389.mod.sample3.clean.chl.csv,NA,Digital,ES2_113,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep1,sample3,raw,21.264
340,ES2,NA,NA,Digital,ES2_114,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep2,sample1,raw,NA
341,ES2,NA,NA,Digital,ES2_114,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep2,sample2,raw,NA
342,ES2,NA,NA,Digital,ES2_114,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem2,isolateRep2,sample3,raw,NA
343,ES2,NA,NA,Digital,ES2_115,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep1,sample1,raw,NA
344,ES2,NA,NA,Digital,ES2_115,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep1,sample2,raw,NA
345,ES2,NA,NA,Digital,ES2_115,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep1,sample3,raw,NA
346,ES2,NA,NA,Digital,ES2_116,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep2,sample1,raw,NA
347,ES2,NA,NA,Digital,ES2_116,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep2,sample2,raw,NA
348,ES2,NA,NA,Digital,ES2_116,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem2,isolateRep2,sample3,raw,NA
349,ES2,DSC_0231.sample.clean.chl.csv,NA,Digital,ES2_117,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep1,sample1,raw,17.105
350,ES2,DSC_0231.sample2.clean.chl.csv,NA,Digital,ES2_117,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep1,sample2,raw,21.897
351,ES2,DSC_0231.sample3.clean.chl.csv,NA,Digital,ES2_117,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep1,sample3,raw,20.987
352,ES2,DSC_0249.sample.clean.chl.csv,NA,Digital,ES2_118,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep2,sample1,raw,138.046
353,ES2,DSC_0249.sample2.clean.chl.csv,NA,Digital,ES2_118,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep2,sample2,raw,129.767
354,ES2,DSC_0249.sample3.clean.chl.csv,NA,Digital,ES2_118,14DAI,Soybean,AG4632,control,Stationary,25fold,Stem3,isolateRep2,sample3,raw,59.49
355,ES2,DSC_0541.mod.sample.clean.chl.csv,NA,Digital,ES2_119,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep1,sample1,raw,413.027
356,ES2,DSC_0541.mod.sample2.clean.chl.csv,NA,Digital,ES2_119,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep1,sample2,raw,561.433
357,ES2,DSC_0541.mod.sample3.clean.chl.csv,NA,Digital,ES2_119,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep1,sample3,raw,678.735
358,ES2,DSC_0445.mod.sample.clean.chl.csv,NA,Digital,ES2_120,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep2,sample1,raw,278.628
359,ES2,DSC_0445.mod.sample2.clean.chl.csv,NA,Digital,ES2_120,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep2,sample2,raw,831.472
360,ES2,DSC_0445.mod.sample3.clean.chl.csv,NA,Digital,ES2_120,14DAI,Soybean,AG4632,control,Stationary,100fold,Stem3,isolateRep2,sample3,raw,427.927
