No,FileCode,ExpNo,ExpCode,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isolateRepNumber,LeafSampleNumber,chl
384,DSC_0531_sample3.chl.csv,ES4,ES4_128,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep3,sample3,0
385,DSC_0207_sample1.chl.csv,ES4,ES4_129,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep3,sample1,38.485
386,DSC_0207_sample2.chl.csv,ES4,ES4_129,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep3,sample2,42.345
387,DSC_0207_sample3.chl.csv,ES4,ES4_129,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep3,sample3,90.292
388,NA,ES4,ES4_130,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep3,sample1,NA
389,NA,ES4,ES4_130,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep3,sample2,NA
390,NA,ES4,ES4_130,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep3,sample3,NA
391,NA,ES4,ES4_131,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep3,sample1,NA
392,NA,ES4,ES4_131,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep3,sample2,NA
393,NA,ES4,ES4_131,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep3,sample3,NA
394,DSC_0519_sample1.chl.csv,ES4,ES4_132,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep3,sample1,44.849
395,DSC_0519_sample2.chl.csv,ES4,ES4_132,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep3,sample2,75.18
396,DSC_0519_sample3.chl.csv,ES4,ES4_132,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep3,sample3,78.605
397,DSC_0467_sample1.chl.csv,ES4,ES4_133,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep3,sample1,161.326
398,DSC_0467_sample2.chl.csv,ES4,ES4_133,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep3,sample2,239.604
399,DSC_0467_sample3.chl.csv,ES4,ES4_133,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep3,sample3,204.574
400,DSC_0358_sample1.chl.csv,ES4,ES4_134,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep3,sample1,112.84
401,DSC_0358_sample2.chl.csv,ES4,ES4_134,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep3,sample2,101.364
402,DSC_0358_sample3.chl.csv,ES4,ES4_134,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep3,sample3,94.345
403,DSC_0144_sample1.chl.csv,ES4,ES4_135,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep3,sample1,166.162
404,DSC_0144_sample2.chl.csv,ES4,ES4_135,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep3,sample2,202.609
405,DSC_0144_sample3.chl.csv,ES4,ES4_135,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep3,sample3,248.815
406,DSC_0400_sample1.chl.csv,ES4,ES4_136,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep3,sample1,166.957
407,DSC_0400_sample2.chl.csv,ES4,ES4_136,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep3,sample2,240.666
408,DSC_0400_sample3.chl.csv,ES4,ES4_136,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep3,sample3,260.054
409,DSC_0204_sample1.chl.csv,ES4,ES4_137,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep3,sample1,172.196
410,DSC_0204_sample2.chl.csv,ES4,ES4_137,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep3,sample2,185.313
411,DSC_0204_sample3.chl.csv,ES4,ES4_137,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep3,sample3,227.142
412,DSC_0398_sample1.chl.csv,ES4,ES4_138,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep3,sample1,152.13
413,DSC_0398_sample2.chl.csv,ES4,ES4_138,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep3,sample2,224.812
414,DSC_0398_sample3.chl.csv,ES4,ES4_138,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep3,sample3,228.646
415,DSC_0306_sample1.chl.csv,ES4,ES4_139,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep3,sample1,231.817
416,DSC_0306_sample2.chl.csv,ES4,ES4_139,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep3,sample2,258.015
417,DSC_0306_sample3.chl.csv,ES4,ES4_139,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep3,sample3,277.319
418,NA,ES4,ES4_140,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep3,sample1,NA
419,NA,ES4,ES4_140,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep3,sample2,NA
420,NA,ES4,ES4_140,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep3,sample3,NA
421,DSC_0360_sample1.chl.csv,ES4,ES4_141,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep3,sample1,69.701
422,DSC_0360_sample2.chl.csv,ES4,ES4_141,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep3,sample2,66.171
423,DSC_0360_sample3.chl.csv,ES4,ES4_141,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep3,sample3,89.821
424,NA,ES4,ES4_142,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep3,sample1,NA
425,NA,ES4,ES4_142,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep3,sample2,NA
426,NA,ES4,ES4_142,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep3,sample3,NA
427,NA,ES4,ES4_143,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep3,sample1,NA
428,NA,ES4,ES4_143,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep3,sample2,NA
429,NA,ES4,ES4_143,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep3,sample3,NA
430,DSC_0347_sample1.chl.csv,ES4,ES4_144,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep3,sample1,47.623
431,DSC_0347_sample2.chl.csv,ES4,ES4_144,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep3,sample2,55.715
432,DSC_0347_sample3.chl.csv,ES4,ES4_144,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep3,sample3,62.908
